 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 1.6882534830685810e-04 -1.9020007460434297e-16
 1.5682688023298442e-04  6.3399404197545395e-17
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 1.0175918759504001e-04  1.3494744240796138e-16
 2.8603630486426099e-04 -0.0000000000000000e+00
 2.8303668784579233e-04 -1.9888224526077269e-16
 9.5390937838429589e-05  3.5293569800050065e-16
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 1.0777667551880870e-04  4.4692273545451629e-16
 1.0711902519411024e-04  1.7876537904364264e-16
-9.6596729034322912e+00  3.7220025637589178e-20
-2.8302067585773882e-05 -5.2062747754087592e-21
 2.7560250917606029e-05  1.6229283618290401e-21
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-5.3162140015704728e-04  1.9020438544544255e-16
-4.7513521652625261e-04 -6.3392914519444103e-17
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-9.0420324064570268e-05 -1.7646615517684584e-16
 2.4083086919836233e-04 -0.0000000000000000e+00
-1.1249694689316024e-04 -1.9888353676803716e-16
 2.0460858253876694e-05  9.3417023578805539e-17
 1.4060197331884935e-05  2.9794262451037936e-16
 3.4986359576816609e-04 -1.1917642676436043e-16
-9.6600635779089004e+00 -4.2351647362715077e-21
-3.4155059482781811e-04  2.4775713707188318e-20
 6.8485439297294443e-05 -8.8938459461701560e-20
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-1.4397479586906094e-03 -6.3404387715760783e-17
-2.6618875751938127e-03 -1.9014678282035368e-16
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-3.3261094842376439e-04  7.2661485937287683e-17
-6.6893461722455352e-04 -5.9654339285733743e-16
-9.6361123637788175e-04  3.9778513892249281e-16
-1.3430295346077588e-03  8.3023413632932763e-17
-2.1245290267265398e-04  7.7462773444517247e-16
-1.0014860960112014e-04  4.4687079202023359e-16
-9.6609761928570919e+00 -1.9058241313221746e-20
-5.4787347352044621e-04 -5.2775446569863270e-19
 2.1716765519341188e-04 -8.0219314060902370e-19
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-2.4290437200636555e-03 -0.0000000000000000e+00
-6.6726370602374170e-03 -3.1683544021724916e-16
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-5.8590625819764975e-04  2.4912120617739834e-16
-2.5471979919536999e-03 -1.9879984145535213e-16
-1.9137528263014963e-03  1.9890470328305161e-16
-4.4202945581138815e-03  2.0749898448604171e-17
-4.5883054289399844e-04  9.5336139938289080e-16
-1.4843152892321356e-03  8.9352510815053680e-17
-9.6622143232825231e+00  1.2722699565555608e-18
-6.8013382327427468e-04  4.4869452798428386e-18
 4.0052087077136064e-04  8.9811962188557494e-19
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-3.5746725775182061e-03 -1.2682251237279418e-16
-1.2766086162754512e-02  1.9003880358149258e-16
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-8.7383439985905817e-04 -1.4531764925123314e-16
-5.4898555470193336e-03  3.9745931209114816e-16
-2.9650907562994338e-03 -0.0000000000000000e+00
-9.4315663574899497e-03 -3.1111360752664839e-17
-7.2555304411131018e-04  8.9374719334130385e-17
-3.8756701722152671e-03 -1.4885663990487090e-16
-9.6636859951964649e+00 -8.8409063869667586e-20
-7.8946232107463313e-04  4.3286030582654927e-19
 6.1126832995340291e-04  6.2455444970203686e-19
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-5.0186474056313100e-03 -6.3415500017376461e-17
-2.1399080889318238e-02  3.1659081358981394e-16
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-1.2376290523122891e-03  1.0379526550334929e-16
-9.7184447947988306e-03 -0.0000000000000000e+00
-4.2385079336331125e-03 -1.9893299743384998e-16
-1.6718651968959775e-02  7.2548811108356408e-17
-1.0468665904366941e-03 -3.8727384761362252e-16
-7.4243877799069985e-03 -3.5702949336375102e-16
-9.6653768011684260e+00  1.5250100296374619e-17
-9.0077630670026821e-04 -1.2487912620488553e-18
 8.6799234453110974e-04  6.2048869155521637e-18
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-6.9190998325801313e-03  2.5368349078115938e-16
-3.3294628849478633e-02 -0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-1.7229162463889551e-03 -1.5568661917420141e-16
-1.5618907243947090e-02 -5.9549215514475533e-16
-5.8899126296356194e-03  1.9895151524459863e-16
-2.6867121874795032e-02 -3.4173169810841994e-16
-1.4666231523887707e-03 -2.6809704456069810e-16
-1.2432274437970875e-02  3.2698734750564588e-16
-9.6672944948915074e+00  1.1559220403163026e-17
-1.0115503246105647e-03  4.1518378700853638e-18
 1.1970908088358761e-03  1.7540808257995256e-17
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-9.4271848746552388e-03  6.3427834980325141e-17
-4.9441388748968321e-02 -6.3231691268257493e-17
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-2.3749968414554703e-03  7.2649884323899061e-17
